Employee_ID,Subfield,Entry_Year,Exit_Year,Status,Exit_Reason,Min_Package_LPA,Avg_Package_LPA,Max_Package_LPA,Experience_Years,City,Education_Level,Work_Mode
EMP00168,Networking,2024,,Y,,7.68,13.03,23.59,0.0,Noida,,Hybrid
EMP01563,  Business Analysis  ,01/21,,Yes,,2.45,4.34,12.17,4.0,DELHI,Diploma,Hybrid
EMP00855,Business Analysis,2024,,1,,7.98,12.51,29.13,1.0,Delhi,Master's,Onsite
EMP00293,AI/ML Engineering,2023,,1,,11.44,15.53,38.89,1.0,Mumbai,Bachelor's,Work From Home
EMP01997,Business Analysis,01/15,2021,Left,HEALTH REASONS,10.86,15.92,31.63,10.0,Bangalore,Bachelor's,Work From Home
EMP01078,DATA SCIENCE,2015-01-01,,Y,,7.44,10.73,23.26,9.0,Noida,Master's,Onsite
EMP02068,Database Administration,2021,,Active,,8.45,12.21,36.04,3.0,chennai,PhD,Onsite
EMP00082,IT Support & Helpdesk,2019,,Active,,8.37,12.78,26.52,5.0,Gurgaon,Bachelor's,Hybrid
EMP01298,  Data Science  ,01/20,,Yes,,4.19,5.81,15.54,4.0,  Bangalore  ,Diploma,Onsite
EMP00283,BUSINESS ANALYSIS,2016.0,,Yes,,1.85,2.5,6.13,9.0,chennai,Bachelor's,Remote
EMP01043,Software Development,2023,,active,,5.81,8.34,21.94,1.0,Noida,PhD,Hybrid
EMP00810,DevOps,2018,,Active,,5.99,0.49150000000000005,20.76,6.0,Chennai,Master's,Onsite
EMP00998,  Networking  ,01/24,,Y,,6.0,8.75,14.89,0.0,noida,Bachelor's,Onsite
EMP00625,Data Science,2020.0,2021,exited,  Health Reasons  ,6.8,11.74,28.01,5.0,Mumbai,Master's,Remote
EMP01393,Software Development,2017-01-01,,active,,2.88,4.89,12.87,7.0,bangalore,bachelor's,Onsite
EMP00656,UI/UX Design,2021,,active,,6.27,10.21,26.5,4.0,Delhi,Master's,Remote
EMP00707,Data Science,2023-01-01,,Y,,6.04,9.22,21.65,1.0,  Pune  ,Bachelor's,Hybrid
EMP02008,Database Administration,2019,,Active,,10.94,15.91,45.53,5.0,gurgaon,Bachelor's,Onsite
EMP00426,QA & Testing,2022,,Working,,5.37,8.68,23.95,2.0,Bangalore,Bachelor's,Onsite
EMP01403,Networking,01/16,,ACTIVE,,1.64,0.21,6.49,9.0,HYDERABAD,MASTER'S,Hybrid
EMP02067,UI/UX Design,2021,,Working,,10.26,13.75,36.88,3.0,Pune,Bachelor's,Onsite
EMP01265,,2024,,,,4.49,,14.88,,,,
EMP00665,  Database Administration  ,2015-01-01,,active,,4.39,6.95,18.23,9.0,Mumbai,Bachelor's,onsite
EMP00971,business analysis,2015-01-01,,Y,,4.69,6.44,12.86,9.0,  Mumbai  ,Master's,Remote
EMP00649,Database Administration,2022,2022.0,Exited,Retirement,9.07,12.59,31.75,2.0,Bangalore,Bachelor's,Remote
EMP01191,SOFTWARE DEVELOPMENT,2023,,1,,6.26,11.12,26.09,1.0,Delhi,MASTER'S,Hybrid
EMP02085,IT Support & Helpdesk,2020-01-01,,ACTIVE,,11.45,18.84,39.48,5.0,Bangalore,Bachelor's,Hybrid
EMP00141,QA & Testing,2015-01-01,,ACTIVE,,3.42,5.16,12.11,10.0,Noida,Bachelor's,Remote
EMP00650,software development,2017,,Working,,5.13,7.99,22.26,8.0,CHENNAI,Bachelor's,Hybrid
EMP00831,devops,01/16,,1,,3.95,5.38,12.32,9.0,Hyderabad,Master's,Remote
EMP00241,Cloud Computing,2016,2017-01-01,Left,  Retirement  ,5.57,7.77,20.4,8.0,Bangalore,Diploma,Remote
EMP01865,Software Development,2019-01-01,,Y,,10.42,14.55,27.49,5.0,Hyderabad,Diploma,Remote
EMP01431,Business Analysis,2020-01-01,,Yes,,13.35,21.53,43.7,5.0,Delhi,Bachelor's,Remote
EMP01207,UI/UX DESIGN,2024,,Active,,7.56,11.04,32.81,0.0,GURGAON,Bachelor's,WFH
EMP00456,  Cloud Computing  ,2018,,active,,7.19,11.63,25.84,7.0,Hyderabad,MASTER'S,Hybrid
EMP01829,IT Support & Helpdesk,2019.0,2023,Exited,higher studies,4.24,5.7,14.14,5.0,Delhi,Bachelor's,Hybrid
EMP01488,Business_Analysis,2019,,Active,,6.15,9.99,25.99,6.0,Noida,bachelor's,onsite
EMP01637,Software_Development,2021,,Active,,4.52,6.7,14.73,3.0,Pune,Master's,Hybrid
EMP01385,Cybersecurity,2017-01-01,,Yes,,3.6,6.18,14.78,7.0,Bangalore,,Hybrid
EMP00024,software development,2023-01-01,,Active,,13.78,18.52,37.79,1.0,PUNE,Bachelor's,Remote
EMP01999,Data Science,2017-01-01,,active,,4.5,7.57,16.25,8.0,Pune,Master's,Remote
EMP00843,Cloud_Computing,2021,01/21,EXITED,  Higher Studies  ,7.38,12.44,31.17,4.0,Delhi,Master's,Onsite
EMP01660,cybersecurity,2018,2023,exited,HIGHER SALARY ELSEWHERE,7.64,11.42,29.91,7.0,Delhi,Master's,Hybrid
EMP00521,AI/ML Engineering,2018.0,2019-01-01,EXITED,LAYOFF,2.42,3.77,9.84,6.0,  Bangalore  ,Master's,Remote
EMP00488,Cybersecurity,2023,2023,0,Higher Studies,6.23,9.84,23.0,1.0,Hyderabad,Master's,Onsite
EMP00813,Cloud Computing,2018,,active,,5.24,7.03,12.09,6.0,mumbai,Master's,Onsite
EMP00905,Business Analysis,2015.0,,Working,,6.51,166.95000000000002,32.94,10.0,Bangalore,Diploma,Remote
EMP01242,data science,2024-01-01,,ACTIVE,,7.85,11.49,33.86,0.0,Chennai,Master's,Remote
EMP02091,AI/ML Engineering,2024,,Y,,5.02,8.86,23.27,1.0,  Chennai  ,Bachelor's,Hybrid
EMP02135,UI/UX Design,2017.0,,ACTIVE,,1.8,2.63,7.68,7.0,  Chennai  ,Bachelor's,Hybrid
EMP01295,  Networking  ,2016,,Active,,5.49,8.69,16.05,9.0,Delhi,Master's,Onsite
EMP01254,CYBERSECURITY,2019,,active,,6.68,11.24,33.16,6.0,  Noida  ,PhD,Remote
EMP00345,QA & Testing,01/16,,Active,,2.21,3.81,10.81,8.0,gurgaon,,Hybrid
EMP00638,Data Science,2020-01-01,,Active,,2.4,3.93,7.64,5.0,Noida,Master's,Onsite
EMP02168,Software Development,01/15,,Y,,6.12,10.9,31.8,9.0,Bangalore,,Remote
EMP01940,Database Administration,2016,,Y,,1.85,3.25,5.58,8.0,noida,Diploma,Hybrid
EMP01973,AI/ML ENGINEERING,2024,,Active,,9.52,14.07,35.87,1.0,Gurgaon,Master's,Hybrid
EMP01008,networking,2024-01-01,,ACTIVE,,4.97,7.43,16.63,0.0,NOIDA,Diploma,Onsite
EMP00097,UI/UX DESIGN,2017,,1,,11.85,17.64,47.9,7.0,Pune,Master's,Onsite
EMP00695,ui/ux design,2023,,1,,6.47,9.95,27.14,1.0,CHENNAI,MASTER'S,Work From Home
EMP00705,UI/UX Design,2024,,ACTIVE,,10.05,14.71,39.98,0.0,Gurgaon,Bachelor's,Hybrid
EMP00939,Cloud Computing,2021,,Working,,4.54,7.45,15.78,3.0,Noida,Master's,Remote
EMP00669,cybersecurity,2015,,1,,3.61,5.23,14.54,9.0,Mumbai,Bachelor's,onsite
EMP01549,,2024-01-01,,,,7.4,,38.26,,,,
EMP01571,AI/ML ENGINEERING,2019.0,,active,,1.62,2.5,5.11,5.0,Mumbai,Diploma,Onsite
EMP00423,  Cloud Computing  ,2015-01-01,,Active,,5.21,9.18,19.77,9.0,Bangalore,Master's,Onsite
EMP01814,,2016,,,,3.72,,14.88,,,,
EMP01879,  Database Administration  ,2016.0,,active,,13.15,17.76,41.01,8.0,pune,Bachelor's,Remote
EMP02046,AI/ML Engineering,2022.0,,ACTIVE,,6.5,10.6,18.22,2.0,Gurgaon,Master's,Hybrid
EMP00396,QA & Testing,2016.0,,Yes,,8.66,12.19,30.2,8.0,DELHI,Master's,Remote
EMP02127,AI/ML ENGINEERING,2016,,active,,2.23,3.49,8.07,8.0,noida,Bachelor's,Hybrid
EMP01276,DATABASE ADMINISTRATION,2015,,Yes,,5.33,8.22,16.4,9.0,GURGAON,Master's,Work From Home
EMP01567,NETWORKING,2021,,ACTIVE,,11.33,15.9,43.43,3.0,MUMBAI,Diploma,Work From Home
EMP01344,Data Science,2021,,ACTIVE,,6.92,12.12,23.45,4.0,Mumbai,MASTER'S,Onsite
EMP01610,Business Analysis,01/16,,1,,6.96,9.87,16.87,8.0,gurgaon,Master's,Onsite
EMP00741,IT Support & Helpdesk,2024,,Working,,6.69,11.77,33.87,0.0,Chennai,Bachelor's,Remote
EMP01153,Business_Analysis,01/23,,Active,,5.4,0.79,19.42,1.0,Noida,Master's,WFH
EMP00377,DATABASE ADMINISTRATION,2020,,Y,,2.3,3.66,8.61,5.0,  Hyderabad  ,Master's,Remote
EMP00072,BUSINESS ANALYSIS,01/19,,ACTIVE,,6.0,8.07,14.31,6.0,Gurgaon,Bachelor's,REMOTE
EMP00767,Data Science,2021,,ACTIVE,,9.91,16.23,42.98,3.0,hyderabad,Bachelor's,Hybrid
EMP00313,business analysis,01/21,2022,EXITED,Work-Life Balance,10.02,15.19,33.77,3.0,Chennai,Diploma,Remote
EMP01177,Cybersecurity,2021-01-01,2023,EXITED,Career Switch,11.98,17.09,49.99,4.0,Pune,Bachelor's,REMOTE
EMP01347,Cybersecurity,2020,,1,,6.44,9.47,17.23,4.0,chennai,Master's,Onsite
EMP01828,NETWORKING,2024,2024,EXITED,Work-Life Balance,3.47,5.63,10.32,1.0,Hyderabad,bachelor's,Onsite
EMP00918,networking,2022,,Active,,5.27,8.84,24.54,2.0,Noida,bachelor's,Onsite
EMP00733,Database Administration,2023,2023,EXITED,Retirement,9.38,13.49,26.52,1.0,Gurgaon,Bachelor's,Hybrid
EMP00858,Software Development,2021,,active,,6.26,11.18,25.59,3.0,Noida,Bachelor's,Remote
EMP01514,Networking,2022,,1,,4.24,7.6,13.11,2.0,MUMBAI,Diploma,Onsite
EMP00931,  QA & Testing  ,01/23,,ACTIVE,,7.91,0.93,32.09,1.0,Gurgaon,Master's,WFH
EMP02149,Cloud Computing,2015,,Active,,4.88,7.22,18.82,9.0,Delhi,Bachelor's,Remote
EMP01905,  Cloud Computing  ,2020,,Active,,4.02,0.3025,16.11,4.0,bangalore,bachelor's,Onsite
EMP00359,ai/ml engineering,2015,,active,,5.24,7.2,15.24,10.0,Pune,Master's,Onsite
EMP00310,Cybersecurity,2018-01-01,,active,,1.71,2.91,6.14,7.0,Gurgaon,Diploma,Hybrid
EMP00138,DevOps,01/23,,Working,,3.53,5.05,13.57,1.0,Noida,bachelor's,Onsite
EMP00785,BUSINESS ANALYSIS,2021.0,,Y,,3.95,6.9,18.43,4.0,Chennai,Bachelor's,Work From Home
EMP01969,DATA SCIENCE,2017,,Active,,6.71,9.39,17.47,7.0,Chennai,Bachelor's,Hybrid
EMP00337,,2018,2024,,career switch,6.65,,24.26,,,,
EMP01679,cybersecurity,01/19,,Yes,,5.02,8.34,18.77,5.0,gurgaon,Master's,Onsite
EMP02096,ui/ux design,2022,2023-01-01,exited,Health Reasons,8.82,14.97,32.6,2.0,Noida,Master's,Onsite
EMP00726,Business Analysis,2023,,Yes,,3.53,5.43,9.99,1.0,Delhi,Master's,Hybrid
EMP01607,  Cybersecurity  ,01/18,,1,,14.37,20.62,59.64,6.0,Hyderabad,,WFH
EMP01899,ui/ux design,2015,,Y,,2.88,4.12,8.32,9.0,Chennai,Master's,Onsite
EMP00286,software development,2016,,Active,,5.91,7.94,15.03,8.0,HYDERABAD,Master's,Remote
EMP01069,,2020,,,,9.73,,25.86,,,,
EMP01334,QA & TESTING,2019.0,,Y,,4.39,6.06,16.27,5.0,pune,Master's,Onsite
EMP01016,NETWORKING,2016,,Yes,,7.0,10.63,30.91,9.0,CHENNAI,Master's,REMOTE
EMP00421,  Data Science  ,2024,2024,N,Career Switch,5.01,8.04,19.07,1.0,HYDERABAD,Master's,Remote
EMP00498,Database Administration,2021,,ACTIVE,,5.9,9.15,15.94,4.0,Delhi,Bachelor's,Remote
EMP00526,QA & Testing,01/23,,Yes,,11.77,16.2,39.75,1.0,NOIDA,MASTER'S,Onsite
EMP00105,Cybersecurity,2021-01-01,,Active,,7.47,11.75,29.78,3.0,BANGALORE,Diploma,Remote
EMP02107,Networking,2020,01/20,EXITED,career growth,10.07,14.74,34.27,4.0,Noida,MASTER'S,Hybrid
EMP00272,ai/ml engineering,2018,,Yes,,8.73,14.47,41.98,6.0,GURGAON,Master's,Onsite
EMP00273,Database Administration,2022.0,,active,,7.89,12.1,30.44,3.0,Delhi,Master's,Onsite
EMP01951,  Database Administration  ,2021,,active,,5.97,8.91,17.69,3.0,Hyderabad,Master's,Onsite
EMP01904,QA & TESTING,2022,2022-01-01,EXITED,Company_Restructuring,8.84,11.94,25.42,3.0,Bangalore,Master's,Onsite
EMP00479,DevOps,2024,,Active,,8.42,12.38,22.34,1.0,  Mumbai  ,Bachelor's,Remote
EMP00074,,2019,,,,8.37,,42.7,,,,
EMP00302,Data_Science,2016,,Active,,5.55,7.6,13.17,9.0,Delhi,Bachelor's,Remote
EMP01280,CLOUD COMPUTING,2024,2024-01-01,exited,Relocation,8.67,11.92,21.01,1.0,Mumbai,Bachelor's,Remote
EMP00034,devops,2021,,active,,6.75,11.94,21.7,3.0,  Mumbai  ,Master's,Hybrid
EMP01486,DevOps,2021,,Y,,4.28,6.74,15.75,3.0,Mumbai,bachelor's,Onsite
EMP00513,AI/ML Engineering,2019-01-01,,Y,,2.34,4.07,9.37,5.0,Pune,Bachelor's,WFH
EMP00993,QA_&_Testing,2018.0,,active,,9.16,13.9,34.97,6.0,Pune,Diploma,Remote
EMP00454,Software Development,2022,,Active,,4.64,7.2,13.07,3.0,Bangalore,Master's,Remote
EMP02137,  UI/UX Design  ,2021-01-01,,Yes,,6.57,10.39,20.1,3.0,Pune,MASTER'S,Onsite
EMP02185,Cybersecurity,2024,,Yes,,7.17,9.61,21.13,0.0,delhi,Bachelor's,Onsite
EMP00093,Cloud Computing,2021,,active,,5.61,9.75,26.42,4.0,Pune,Diploma,Onsite
EMP02199,Software Development,2022,2024,Exited,Work-Life Balance,7.35,9.85,19.29,3.0,Pune,Bachelor's,Onsite
EMP01419,UI/UX Design,01/17,,Active,,6.88,9.62,27.28,7.0,mumbai,MASTER'S,Remote
EMP01260,Data Science,2023,,ACTIVE,,6.55,8.84,19.38,2.0,Pune,PhD,Onsite
EMP00634,DevOps,2018,,Active,,5.26,0.69,16.6,6.0,mumbai,Bachelor's,Onsite
EMP00419,UI/UX Design,2021,,Yes,,8.67,11.75,24.3,3.0,hyderabad,Master's,Work From Home
EMP00979,Cloud Computing,2021,,ACTIVE,,8.16,14.07,29.67,3.0,Hyderabad,Diploma,Hybrid
EMP01462,ai/ml engineering,2024,2024.0,0,COMPANY RESTRUCTURING,11.32,16.39,46.35,0.0,Chennai,Bachelor's,Remote
EMP00383,DevOps,2023-01-01,,Working,,5.99,9.17,19.65,1.0,Hyderabad,Bachelor's,Remote
EMP01006,Cloud Computing,01/20,,Yes,,11.69,15.68,43.92,4.0,Delhi,Master's,Remote
EMP01164,AI/ML Engineering,2015.0,2018,Resigned,Higher Salary Elsewhere,3.24,5.27,12.83,10.0,Gurgaon,Bachelor's,Remote
EMP01867,DATABASE ADMINISTRATION,2016-01-01,,Yes,,3.32,5.06,13.57,9.0,Mumbai,Bachelor's,Hybrid
EMP01493,DATA SCIENCE,2022-01-01,,Yes,,6.7,11.28,32.96,2.0,  Bangalore  ,Master's,Hybrid
EMP00659,UI/UX Design,01/21,01/24,EXITED,Layoff,10.81,17.63,40.21,4.0,Gurgaon,Bachelor's,Onsite
EMP00296,Cloud Computing,2022,2022,N,CAREER GROWTH,10.5,14.21,41.52,2.0,mumbai,Master's,Onsite
EMP01570,Cloud Computing,2021,,ACTIVE,,10.47,14.45,28.25,3.0,noida,Master's,Onsite
EMP01715,QA & Testing,2017,,active,,5.6,9.99,18.91,8.0,gurgaon,Bachelor's,onsite
EMP00030,Cybersecurity,2015,2023-01-01,EXITED,Health Reasons,4.63,6.33,16.96,9.0,PUNE,Bachelor's,Onsite
EMP01972,DevOps,2016,,Active,,1.87,2.75,4.74,8.0,Mumbai,Master's,Work From Home
EMP00663,Cybersecurity,2021-01-01,,1,,9.93,0.8140000000000001,43.95,3.0,Gurgaon,Bachelor's,Hybrid
EMP00636,cloud computing,2021,,Active,,3.49,5.61,10.87,3.0,bangalore,Diploma,WFH
EMP00817,UI/UX Design,2023,2024,N,career switch,9.95,13.44,36.78,1.0,chennai,Bachelor's,Hybrid
EMP02093,Cybersecurity,2023,,ACTIVE,,6.03,8.25,21.79,1.0,Delhi,Diploma,Hybrid
EMP02106,ai/ml engineering,2023,01/24,EXITED,retirement,10.19,13.72,38.98,1.0,MUMBAI,Master's,Onsite
EMP01902,DevOps,2020.0,,ACTIVE,,6.12,10.73,21.59,5.0,Pune,Master's,Onsite
EMP00792,QA & Testing,2021-01-01,,active,,9.08,13.87,32.5,3.0,Pune,MASTER'S,Hybrid
EMP01022,Software Development,2018,,1,,2.24,3.03,8.5,6.0,bangalore,Bachelor's,REMOTE
EMP01898,Business Analysis,2020.0,,Yes,,9.95,14.82,37.55,4.0,Mumbai,Bachelor's,Remote
EMP00077,Business Analysis,01/23,,Working,,7.7,0.98,20.04,1.0,hyderabad,Diploma,Remote
EMP00827,  Networking  ,2016-01-01,2016.0,Left,Company Restructuring,7.73,11.72,27.05,8.0,noida,Bachelor's,Hybrid
EMP00849,software development,2022,,active,,8.91,12.9,28.66,2.0,Mumbai,Master's,Onsite
EMP00260,Database Administration,2016,2016,EXITED,  Higher Salary Elsewhere  ,7.78,10.81,24.43,8.0,gurgaon,Bachelor's,Onsite
EMP01371,QA & Testing,2024.0,,Yes,,4.93,6.71,14.27,0.0,bangalore,Bachelor's,Work From Home
EMP01495,AI/ML Engineering,2022,,Yes,,5.63,0.84,27.59,2.0,Gurgaon,Master's,Hybrid
EMP02010,qa & testing,01/22,,1,,2.91,4.46,11.67,2.0,Delhi,Master's,Hybrid
EMP00163,data science,2020.0,2024,exited,Higher Studies,11.5,16.94,49.87,4.0,Delhi,Bachelor's,Onsite
EMP01553,AI/ML Engineering,2016.0,,ACTIVE,,3.02,5.29,13.37,9.0,bangalore,Bachelor's,Remote
EMP01900,DevOps,2022-01-01,,Working,,8.14,11.78,33.58,3.0,Noida,Diploma,Remote
EMP00010,IT Support & Helpdesk,01/15,,active,,7.0,10.4,19.69,9.0,Gurgaon,Bachelor's,Hybrid
EMP01266,Database_Administration,2016,2021,N,Health_Reasons,5.71,0.86,23.94,8.0,Noida,Master's,Onsite
EMP01544,Data Science,2016.0,2022,Left,  Retirement  ,6.63,10.89,28.34,8.0,Chennai,Master's,Onsite
EMP02054,Database Administration,2021-01-01,,active,,2.59,4.35,9.22,3.0,Pune,Bachelor's,Hybrid
EMP01838,Cybersecurity,2024-01-01,,Active,,6.9,11.06,19.67,0.0,  Noida  ,PhD,Hybrid
EMP00876,devops,2024,,1,,5.24,0.78,23.27,0.0,Chennai,Master's,Remote
EMP00534,DevOps,2023,,active,,3.17,5.36,9.56,1.0,  Mumbai  ,Bachelor's,Onsite
EMP01067,Cloud_Computing,2019-01-01,2021,N,Relocation,10.11,13.9,40.24,5.0,delhi,Master's,Hybrid
EMP00127,Cybersecurity,2020-01-01,,Working,,6.31,11.45,27.2,4.0,Chennai,PhD,Hybrid
EMP00318,,2016,2022,,Work-Life Balance,3.7,,13.36,,,,
EMP00678,,01/24,2024-01-01,,higher studies,4.63,,19.01,,,,
EMP01734,DevOps,2023-01-01,2023,Resigned,Relocation,7.13,12.47,27.26,2.0,NOIDA,Master's,Onsite
EMP01810,  Networking  ,2023,,1,,4.62,7.58,17.73,1.0,GURGAON,Diploma,Onsite
EMP02147,software development,2022,,Yes,,6.29,8.81,17.8,2.0,hyderabad,Bachelor's,Onsite
,,,,,,,,,,,,
EMP01594,Software Development,2019,2023-01-01,0,  Higher Salary Elsewhere  ,7.63,12.48,34.71,5.0,Pune,Bachelor's,Onsite
EMP00871,Database Administration,2019,2021.0,0,  Retirement  ,6.46,9.12,23.76,6.0,mumbai,Master's,REMOTE
EMP00989,AI/ML ENGINEERING,01/15,,ACTIVE,,9.41,13.4,36.32,9.0,DELHI,Master's,Hybrid
EMP02070,UI/UX DESIGN,2022-01-01,,Yes,,8.75,12.36,34.16,3.0,Delhi,bachelor's,Hybrid
EMP00324,IT Support & Helpdesk,2019,,Working,,2.8,4.56,11.8,5.0,Mumbai,Diploma,Onsite
EMP00319,Software Development,2022,,Y,,3.9,0.59,16.01,3.0,mumbai,bachelor's,REMOTE
EMP02176,Business Analysis,2020,,Active,,7.42,11.73,32.23,4.0,gurgaon,Diploma,Hybrid
EMP01794,,2019,,,,6.63,,18.02,,,,
EMP01206,Business_Analysis,2023,,1,,7.19,10.74,31.43,1.0,Chennai,,Onsite
EMP01751,NETWORKING,2017,2021,0,HIGHER STUDIES,8.2,0.6970000000000001,36.17,7.0,Hyderabad,Master's,Hybrid
EMP01003,Data Science,2023,,Working,,9.79,14.94,33.01,1.0,Noida,Master's,Onsite
EMP00491,  Software Development  ,2019-01-01,2020,EXITED,LAYOFF,4.54,6.74,19.47,5.0,  Mumbai  ,Bachelor's,Hybrid
EMP01958,QA & Testing,2024,,Y,,6.21,11.1,26.9,0.0,  Delhi  ,Master's,Remote
EMP00035,Networking,2022,,active,,1.38,2.5,5.85,2.0,Noida,Bachelor's,Onsite
EMP00380,DEVOPS,2024,,Working,,7.24,12.86,37.31,0.0,Noida,Bachelor's,Hybrid
EMP01946,Cloud Computing,2020,,Active,,4.45,7.72,15.2,4.0,HYDERABAD,Bachelor's,Remote
EMP00325,Cybersecurity,2020,,Yes,,8.57,11.88,24.21,4.0,Bangalore,Bachelor's,Hybrid
EMP02142,Cloud Computing,2016,,active,,8.53,11.65,34.92,8.0,pune,Master's,Hybrid
EMP01841,,2015,2015.0,,LAYOFF,5.17,,21.17,,,,
EMP01075,DevOps,2016,,Working,,9.43,12.97,30.63,8.0,delhi,Master's,Remote
EMP01322,IT Support & Helpdesk,2018,2024,Resigned,Company Restructuring,6.41,10.25,26.77,6.0,  Mumbai  ,Bachelor's,Onsite
EMP00746,Networking,2023,2023,0,Company_Restructuring,5.09,7.93,18.03,2.0,Hyderabad,Diploma,Remote
EMP01144,  DevOps  ,2021,,Y,,3.96,5.91,17.7,3.0,Mumbai,Master's,Hybrid
EMP01401,qa & testing,2016,01/20,Resigned,Relocation,7.66,10.49,25.04,9.0,Bangalore,Master's,Onsite
EMP00132,AI/ML Engineering,2018,2023.0,0,Higher Salary Elsewhere,4.26,7.45,14.48,6.0,Pune,Bachelor's,WFH
EMP02024,software development,2019,2021,N,HIGHER SALARY ELSEWHERE,3.04,4.6,13.32,6.0,Hyderabad,Master's,Hybrid
EMP00898,CLOUD COMPUTING,2023.0,,Yes,,4.31,6.22,15.85,1.0,Pune,Bachelor's,Remote
EMP00965,,2019,,,,8.67,,27.69,,,,
EMP01641,Cloud Computing,2017,,Y,,3.76,5.62,15.66,8.0,Chennai,Bachelor's,Remote
EMP01204,Data Science,2017,,ACTIVE,,6.31,8.71,24.94,8.0,Chennai,Bachelor's,Hybrid
EMP00535,networking,2023,,Y,,6.35,0.92,28.41,2.0,Hyderabad,Master's,onsite
EMP00676,Networking,2019.0,,Active,,1.47,2.5,6.53,5.0,BANGALORE,Master's,Onsite
EMP00938,DevOps,2015,,Working,,3.0,4.38,11.13,9.0,GURGAON,Master's,Onsite
EMP02084,Database Administration,2023,01/23,Left,  Work-Life Balance  ,5.32,8.76,20.67,2.0,Delhi,bachelor's,Hybrid
EMP00391,Business Analysis,2020,,active,,7.22,10.14,24.71,4.0,bangalore,Bachelor's,Onsite
EMP01161,  Business Analysis  ,2019.0,2021,Resigned,Health Reasons,8.17,11.41,31.76,5.0,Noida,Master's,Onsite
EMP00992,IT SUPPORT & HELPDESK,2024,,ACTIVE,,6.68,8.97,17.62,0.0,Chennai,Master's,Hybrid
EMP01317,Database Administration,2015,,Yes,,2.33,3.38,6.71,10.0,mumbai,Bachelor's,Onsite
EMP00812,,2022,2023,,Career Switch,6.12,,18.71,,,,
EMP01400,DATABASE ADMINISTRATION,2019,2020-01-01,EXITED,Higher Studies,8.99,1.0,27.17,5.0,Delhi,PhD,Onsite
EMP00894,qa & testing,2023,,Active,,8.17,13.17,32.02,1.0,BANGALORE,Master's,Remote
EMP01185,DEVOPS,2022,2023-01-01,Exited,Company Restructuring,1.52,2.5,4.61,2.0,delhi,Master's,Hybrid
EMP01926,AI/ML Engineering,2022,,Working,,4.76,7.54,13.8,3.0,Hyderabad,Diploma,Remote
EMP00094,QA & Testing,2022,2024-01-01,Resigned,Relocation,6.09,9.8,27.5,2.0,  Noida  ,Master's,Remote
EMP00437,business analysis,2023,,Active,,8.11,12.68,26.86,1.0,hyderabad,Bachelor's,Hybrid
EMP01052,DATA SCIENCE,2023,,Working,,9.31,12.85,35.57,2.0,pune,Bachelor's,Hybrid
EMP01542,AI/ML Engineering,2022,2022,No,Layoff,4.01,6.28,11.49,2.0,  Hyderabad  ,PhD,Hybrid
EMP00022,Cloud Computing,01/16,,ACTIVE,,4.98,8.92,24.2,9.0,  Hyderabad  ,Master's,Remote
EMP01234,Database Administration,2018-01-01,,Y,,4.48,6.89,13.38,6.0,hyderabad,Master's,Hybrid
EMP00805,Database_Administration,2020-01-01,,Working,,7.28,10.45,25.71,4.0,mumbai,Master's,Remote
EMP00838,Business Analysis,2021,,Yes,,3.4,5.4,15.51,3.0,Pune,Bachelor's,Hybrid
EMP00404,Business_Analysis,2016,,ACTIVE,,7.06,10.04,21.07,9.0,mumbai,Master's,Onsite
EMP01690,  Data Science  ,2021,01/23,N,Retirement,6.62,9.64,25.19,3.0,Mumbai,Bachelor's,Remote
EMP01521,SOFTWARE DEVELOPMENT,01/20,,Y,,3.39,5.19,12.68,5.0,Gurgaon,Bachelor's,Hybrid
EMP00673,IT_Support_&_Helpdesk,01/24,,ACTIVE,,7.88,11.94,27.04,1.0,Chennai,Bachelor's,Onsite
EMP00933,Cloud_Computing,2016,2020-01-01,Left,Health Reasons,5.5,7.77,18.69,8.0,Chennai,,Onsite
EMP01389,DATABASE ADMINISTRATION,2023,2024.0,EXITED,RETIREMENT,7.73,13.0,37.44,1.0,  Delhi  ,MASTER'S,Hybrid
EMP02051,ui/ux design,2020,2023,Left,WORK-LIFE BALANCE,10.88,18.25,46.86,4.0,Mumbai,Master's,Remote
EMP00602,Business_Analysis,2021,,Yes,,3.29,5.24,13.86,4.0,HYDERABAD,Bachelor's,Onsite
EMP01615,UI/UX Design,2019-01-01,,active,,4.01,5.54,14.41,5.0,Gurgaon,Master's,Remote
EMP01984,IT SUPPORT & HELPDESK,2019-01-01,,Y,,5.07,8.54,17.41,5.0,DELHI,Master's,Hybrid
EMP01888,IT Support & Helpdesk,2020,,Working,,1.68,2.5,5.51,4.0,Pune,Bachelor's,Remote
EMP00326,database administration,2016,2021,EXITED,retirement,5.99,8.08,20.51,8.0,CHENNAI,Bachelor's,REMOTE
EMP00844,Cloud Computing,2022-01-01,,1,,5.06,7.09,19.89,2.0,  Chennai  ,bachelor's,REMOTE
EMP01706,UI/UX Design,2022,,Active,,6.31,10.61,28.97,2.0,Chennai,Master's,Onsite
EMP00575,UI/UX Design,2017.0,01/22,EXITED,HEALTH REASONS,3.71,5.66,13.77,8.0,Chennai,Diploma,REMOTE
EMP01115,Cybersecurity,01/19,,Yes,,6.65,9.64,27.68,5.0,Hyderabad,PhD,Remote
EMP01595,Cybersecurity,01/20,,1,,1.44,2.5,6.87,4.0,Hyderabad,Bachelor's,Hybrid
